game_id,Abstract Games,Children's Games,Customizable Games,Family Games,Party Games,Strategy Games,Thematic Games,Wargames
205059,0,0,0,0,0,0,1,0
521,0,0,0,1,0,0,0,0
276025,0,0,0,0,0,1,0,0
126163,0,0,0,0,0,1,0,0
255984,0,0,0,0,0,0,1,0
284378,0,0,0,0,0,1,0,0
2651,0,0,0,0,0,1,0,0
161533,0,0,0,0,0,1,0,0
284083,0,0,0,1,0,0,0,0
216132,0,0,0,0,0,1,0,0
244521,0,0,0,1,0,0,0,0
35677,0,0,0,0,0,1,0,0
164153,0,0,0,0,0,0,1,0
266810,0,0,0,0,0,1,0,0
125153,0,0,0,0,0,1,0,0
209010,0,0,0,0,0,1,1,0
55690,0,0,0,0,0,0,1,0
182874,0,0,0,0,0,1,0,0
124742,0,0,1,0,0,0,0,0
230802,1,0,0,1,0,0,0,0
72125,0,0,0,0,0,1,0,0
28143,0,0,0,0,0,1,0,0
253344,0,0,0,0,0,0,1,0
191189,0,0,0,0,0,1,0,0
201808,0,0,0,1,0,1,0,0
200680,0,0,0,0,0,1,0,0
157354,0,0,0,0,0,1,0,0
25613,0,0,0,0,0,1,0,0
366013,0,0,0,1,0,0,0,0
159675,0,0,0,0,0,1,0,0
229853,0,0,0,0,0,1,0,0
110327,0,0,0,0,0,1,0,0
121921,0,0,0,0,0,0,1,0
171623,0,0,0,0,0,1,0,0
295770,0,0,0,0,0,1,1,0
62219,0,0,0,0,0,1,0,0
68448,0,0,0,1,0,1,0,0
317985,0,0,0,0,0,1,0,0
231733,0,0,0,0,0,1,1,0
180263,0,0,0,0,0,0,1,0
264220,0,0,0,0,0,0,1,0
236457,0,0,0,0,0,1,1,0
93,0,0,0,0,0,1,0,0
279537,0,0,0,0,0,1,1,0
37111,0,0,0,0,0,0,1,0
122515,0,0,0,0,0,1,0,0
18602,0,0,0,0,0,1,0,0
225694,0,0,0,0,1,0,0,0
170042,0,0,0,0,0,1,0,0
172386,0,1,0,0,0,1,0,0
155821,0,0,0,0,0,1,0,0
40834,0,0,0,0,0,1,0,0
42,0,0,0,0,0,1,0,0
73439,0,0,0,0,0,1,0,0
203993,0,0,0,0,0,1,0,0
146021,0,0,0,0,0,0,1,0
269385,0,0,0,0,0,1,1,0
163068,0,0,0,0,0,1,0,0
12493,0,0,0,0,0,1,1,0
144733,0,0,0,0,0,1,0,0
163412,1,0,0,1,0,0,0,0
102680,0,0,0,0,0,1,0,0
205896,0,0,0,0,0,1,0,0
218417,0,0,0,0,0,1,0,0
36218,0,0,0,0,0,1,0,0
281259,0,0,0,1,0,0,0,0
256916,0,0,0,0,0,1,0,0
233371,0,0,0,0,0,1,0,0
175640,0,0,0,0,0,1,0,0
178900,0,0,0,0,1,0,0,0
198928,0,0,0,0,0,1,0,0
172287,0,0,0,0,0,1,0,0
4098,0,0,0,0,0,1,0,0
132531,0,0,0,0,0,1,0,0
175155,0,0,0,0,0,1,0,0
196340,0,0,0,0,0,1,0,0
43015,1,0,0,0,0,1,0,0
266524,0,0,0,1,0,0,0,0
263918,0,0,0,1,0,0,0,0
217372,0,0,0,1,0,0,0,0
310873,0,0,0,0,0,1,0,0
30549,0,0,0,1,0,1,0,0
262712,0,0,0,0,0,1,0,0
274364,0,0,0,0,0,1,0,0
118048,0,0,0,0,0,1,0,0
271055,0,0,0,0,0,1,0,0
127023,0,0,0,0,0,1,0,0
2511,0,0,0,0,0,0,1,0
161970,0,0,0,0,0,1,0,0
233398,0,0,0,0,0,1,0,0
271324,0,0,0,0,0,1,0,0
147020,0,0,0,0,0,1,0,0
308765,0,0,0,0,0,1,0,0
220877,0,0,0,0,0,1,0,0
254640,0,0,0,0,1,0,0,0
146652,0,1,0,0,0,0,1,0
34635,0,0,1,1,0,1,0,0
14996,0,0,0,1,0,0,0,1
328871,0,1,0,0,0,1,0,0
103885,0,0,1,0,0,0,1,1
77423,0,1,1,0,0,0,0,1
233867,0,0,1,1,0,0,0,0
148949,0,0,0,1,0,1,0,0
296151,0,0,0,0,0,1,0,0
283948,0,0,0,0,0,1,0,0
82222,0,0,0,0,0,1,1,0
244522,0,0,0,1,0,0,0,0
265188,0,0,0,0,0,1,0,0
463,0,0,1,0,0,0,0,0
304783,0,1,0,0,0,1,0,0
189932,0,0,0,0,0,1,0,1
268864,0,0,0,0,0,0,0,1
43111,0,0,0,0,0,1,1,0
54043,0,0,0,1,0,0,0,0
9609,0,0,0,0,0,0,1,1
249259,1,0,0,0,0,0,0,0
329082,0,0,0,0,0,1,0,0
188920,0,0,0,0,0,0,1,0
287954,1,0,0,1,0,0,0,0
104162,0,0,0,0,0,0,1,0
12,0,0,0,0,1,1,0,0
10630,0,0,0,0,0,0,0,1
282524,0,0,0,1,0,0,1,0
209418,0,0,0,0,0,1,0,0
39463,0,0,0,0,0,1,1,0
17133,0,0,0,0,0,1,0,0
128882,0,0,0,0,1,0,0,0
155426,0,0,0,0,0,1,0,0
294484,0,0,0,0,0,1,0,0
199561,1,0,0,1,0,0,0,0
70149,0,0,0,0,0,1,0,0
103343,0,0,0,0,0,1,0,0
291453,0,0,0,1,0,0,0,0
31627,0,0,0,1,0,0,0,0
150376,0,0,0,0,0,0,1,0
25021,0,0,0,0,0,0,0,1
14105,0,0,0,0,0,0,0,1
123260,0,0,0,0,1,1,0,0
242302,0,0,0,1,0,0,0,0
227224,0,0,0,0,0,1,0,0
104006,0,0,0,0,0,1,0,0
171131,0,0,0,0,1,0,1,0
283355,0,0,0,0,0,1,1,0
188,1,0,0,0,0,0,0,0
221194,0,0,0,0,0,1,0,0
235802,0,0,0,0,0,1,1,0
148228,0,0,0,1,0,0,0,0
21050,0,0,0,0,0,0,0,1
271896,0,0,0,0,0,0,1,0
195421,0,0,0,0,0,0,1,0
182631,0,1,0,0,0,1,0,0
245638,0,0,0,0,0,1,0,0
300531,0,0,0,0,0,1,1,0
126042,0,0,0,0,0,1,0,0
283155,1,0,0,1,0,0,0,0
215,0,0,0,0,0,1,1,0
822,0,0,0,1,0,0,0,0
293014,1,0,0,1,0,1,0,0
91,0,0,0,0,0,0,0,1
118,0,0,0,0,0,1,0,0
306735,0,0,0,0,0,1,0,0
310100,0,0,0,0,0,0,1,0
7854,1,0,0,0,0,0,0,0
314491,0,0,0,1,0,1,0,0
9209,0,0,0,1,0,0,0,0
54998,0,0,0,1,0,1,0,0
285967,0,1,0,0,0,1,0,0
146886,0,0,0,0,0,1,0,0
224037,0,0,0,1,0,0,0,0
188834,0,0,0,0,1,0,0,0
318977,0,0,0,1,0,0,0,0
295486,0,0,0,1,0,1,0,0
129437,0,1,0,0,0,0,1,0
156129,0,0,0,0,1,0,0,0
176189,0,0,0,0,0,0,1,0
158600,0,0,0,1,0,0,0,0
232832,0,0,0,1,0,1,0,0
269207,0,0,1,1,0,1,0,0
109276,0,0,0,0,0,1,0,0
223321,0,0,0,0,0,0,1,0
169426,0,0,0,0,0,1,0,0
227935,0,0,0,0,0,1,0,0
555,0,0,0,0,0,1,0,0
241451,0,0,0,0,0,1,1,0
199478,0,0,0,1,0,0,0,0
239188,0,0,0,0,0,0,1,0
192291,0,0,0,1,0,0,0,0
9216,0,0,0,0,0,1,0,0
339789,0,0,0,1,0,0,1,0
274637,0,0,0,0,0,1,0,0
194655,1,0,0,0,0,0,0,0
176494,0,0,0,1,0,1,0,1
19857,0,0,0,0,0,1,0,0
228341,0,0,0,0,0,1,0,0
198994,0,0,1,0,0,1,0,0
223040,0,0,0,1,0,0,0,0
20551,0,0,0,0,0,1,0,0
421,0,0,0,0,0,1,0,0
31481,0,0,0,0,0,0,1,0
364073,0,0,0,0,0,1,0,0
146508,0,0,0,0,0,0,1,0
165722,0,0,0,1,1,0,0,0
27708,0,0,0,0,0,1,0,0
3,0,0,0,0,0,1,0,0
128621,0,0,0,0,0,1,0,0
27833,0,0,0,0,0,1,0,0
350184,0,0,0,0,0,1,0,0
300322,0,0,0,0,0,1,0,0
140620,0,0,0,0,0,1,0,0
232405,0,0,0,0,0,0,1,0
260605,0,0,0,1,1,0,0,0
286096,0,0,1,0,0,1,0,0
127060,0,0,0,0,0,1,0,0
277659,0,0,0,0,0,0,1,0
155068,0,0,0,0,0,0,1,0
204583,0,0,0,1,0,0,0,0
305096,0,0,0,0,0,1,0,0
224783,0,0,0,0,0,1,0,0
251661,0,0,0,0,0,0,1,0
144344,0,0,0,0,0,1,0,0
760,0,0,0,0,0,1,0,0
92828,0,0,0,0,1,0,0,0
302723,0,0,0,0,0,0,1,0
108745,0,0,0,0,0,1,0,0
24181,0,0,0,0,0,1,0,0
206718,0,0,0,0,0,1,0,0
176734,0,0,0,0,0,1,0,0
155873,0,0,0,0,0,1,0,0
246784,0,0,0,0,0,1,0,0
2655,1,0,0,0,0,0,0,0
66589,0,0,0,0,0,1,0,0
97207,0,0,0,0,0,1,1,0
299659,0,0,0,0,1,1,0,0
316377,0,0,0,1,0,1,0,0
19777,0,0,0,0,0,1,0,0
22545,0,0,0,0,0,1,0,0
311193,0,0,0,0,0,1,0,0
139976,0,1,0,0,0,1,1,0
187617,0,0,0,0,0,0,1,0
38453,0,0,0,0,0,0,1,0
244271,0,0,0,1,0,0,0,0
160477,1,0,0,0,0,0,0,0
181279,0,0,0,0,0,1,1,0
230253,0,0,0,0,0,1,0,0
154203,0,0,0,0,0,1,0,0
46213,0,1,0,0,1,0,0,0
156546,0,0,0,0,1,0,0,0
298047,0,0,0,1,0,0,0,0
143693,0,0,0,0,0,1,0,0
93260,0,1,1,0,0,1,0,0
54138,0,0,0,0,0,1,0,0
59294,0,0,0,0,0,1,1,0
48726,0,0,0,0,0,1,0,0
227789,0,0,0,0,0,1,0,0
257499,0,0,0,0,0,0,1,0
13122,0,0,0,0,0,1,0,0
203420,1,0,0,1,0,0,1,0
209685,0,0,0,1,0,0,0,0
54,0,0,0,0,0,1,0,0
163967,0,0,0,0,0,1,0,0
136888,0,0,0,0,0,1,0,0
2653,0,0,0,1,0,0,0,0
291572,0,0,0,0,0,1,1,0
222509,0,0,0,0,0,1,0,0
129622,0,0,1,1,0,0,0,0
258779,0,0,0,0,0,1,0,0
172081,0,0,0,1,0,0,1,0
193037,0,0,0,0,0,0,1,0
184921,0,0,0,1,0,0,0,0
245655,1,0,0,0,0,0,1,0
366161,0,0,0,1,0,1,0,0
188866,0,0,0,1,0,0,0,0
270633,0,0,0,0,0,1,0,0
5,0,0,0,0,0,1,0,0
172818,0,0,0,0,0,0,1,0
140934,0,0,0,1,0,0,0,0
172,0,0,0,1,0,0,0,0
40692,0,0,0,1,0,1,0,0
50,0,0,0,1,0,0,0,0
285192,0,0,0,0,0,0,1,0
297562,0,0,0,0,0,1,0,0
323612,0,0,0,0,0,1,0,1
45315,0,0,0,0,0,1,0,0
304420,0,0,0,0,0,1,0,0
146439,0,0,0,0,0,0,0,1
25292,0,0,0,0,0,0,1,0
111341,0,0,0,0,0,1,0,0
77130,0,0,0,0,0,1,0,0
234277,0,0,0,0,0,1,0,0
256680,0,0,0,0,0,0,1,0
176920,0,0,0,0,0,1,0,0
219513,0,0,0,1,0,0,0,0
297030,0,0,0,0,0,1,0,0
21241,0,0,0,0,0,1,0,0
59959,0,0,0,0,0,1,1,0
39856,0,0,0,0,1,0,0,0
234,0,0,0,0,0,0,0,1
181304,0,0,0,1,0,0,1,0
199042,0,0,0,0,0,0,1,0
70919,0,0,0,1,0,0,0,0
319966,0,0,0,0,0,1,0,1
47,0,0,0,0,0,1,0,0
163745,0,0,0,0,0,0,1,1
37046,0,0,0,0,0,1,0,0
119890,0,0,0,1,0,1,0,0
192458,0,0,0,0,0,1,0,0
41114,0,0,0,0,1,0,0,0
234487,0,0,0,0,0,1,0,0
101721,0,0,1,0,0,0,0,0
63888,0,0,0,0,0,1,0,0
128271,0,0,0,0,0,1,0,0
246192,0,0,0,1,0,1,0,0
8217,0,0,0,0,0,1,0,0
295374,0,0,0,1,0,0,0,0
90137,0,0,0,0,0,0,1,0
318184,0,0,0,0,0,1,0,0
244711,0,0,0,0,0,1,0,0
25554,0,0,0,0,0,1,0,0
39683,0,0,0,0,0,1,0,0
250458,0,0,0,0,0,1,0,0
245934,0,0,0,0,0,1,0,0
24480,0,0,0,0,0,1,0,0
155987,0,0,0,0,0,1,0,0
284653,0,0,0,0,0,1,0,0
150145,0,0,0,1,0,0,0,0
318084,0,0,0,0,0,1,0,0
182134,0,0,0,0,0,1,0,0
269210,0,0,0,1,0,0,0,0
9217,0,0,0,0,0,1,0,0
1,0,0,0,0,0,1,0,0
301880,0,0,0,0,0,1,0,0
240980,0,0,0,0,1,0,0,0
260428,0,0,0,0,0,1,0,0
215311,0,0,0,1,0,0,0,0
40354,0,0,0,0,0,0,0,1
33160,0,0,0,0,0,1,0,0
17392,0,0,0,0,0,0,0,1
195539,0,0,0,0,0,1,0,0
70323,0,0,0,1,0,0,0,0
277085,0,0,0,1,1,0,0,0
31594,0,0,0,0,0,1,0,0
21348,0,0,0,1,0,1,0,0
262211,0,0,0,0,0,1,0,0
365717,0,0,0,1,0,1,0,0
265736,0,0,0,1,0,0,0,0
144592,0,0,0,0,0,1,0,0
256226,1,0,0,1,0,0,1,0
372,0,0,0,1,0,0,0,0
236191,0,0,0,0,0,1,0,0
202426,0,0,0,0,0,1,0,0
166669,0,0,0,0,0,1,0,0
71,0,0,0,0,0,1,0,0
15987,0,0,0,0,0,0,1,0
336986,0,0,0,1,0,0,0,0
194594,0,0,0,1,0,0,0,0
329839,0,0,0,0,1,0,0,0
198773,0,0,0,0,1,0,0,0
246684,0,0,0,0,0,1,0,0
170771,0,0,0,0,0,0,1,0
204305,0,0,0,0,0,0,1,0
154809,0,0,0,0,1,1,0,0
40765,0,0,0,0,0,1,0,0
251658,0,0,0,1,0,0,0,0
161614,0,0,0,0,0,1,0,0
351913,0,0,0,0,0,1,0,0
229220,0,0,0,0,0,1,0,0
54625,0,0,0,0,0,0,1,0
92415,0,0,0,0,1,0,0,0
138161,0,0,0,0,0,0,1,0
186751,0,0,0,0,0,1,0,0
121,0,0,0,0,0,1,1,0
36932,0,0,0,0,0,0,1,0
128671,0,1,0,0,0,0,1,0
66188,0,0,0,1,0,1,0,0
55670,0,0,0,0,0,1,0,0
260180,1,0,0,1,0,0,0,0
243,0,0,0,0,0,0,0,1
124708,0,0,0,0,0,0,1,0
34219,0,0,0,1,0,1,0,0
63628,0,0,0,0,0,1,0,0
274638,0,0,0,0,0,1,0,0
298069,0,0,0,1,0,0,0,0
215341,0,0,0,0,0,1,0,0
262543,0,0,0,0,1,0,0,0
332800,0,0,1,0,0,1,0,0
258210,0,0,0,0,0,0,0,1
100901,0,0,0,1,0,0,1,0
151347,0,0,0,0,0,0,1,0
27162,0,0,0,1,0,1,0,0
293141,0,0,0,1,0,0,0,0
171,1,0,0,0,0,0,0,0
270844,0,0,0,0,0,1,0,1
66362,0,0,0,0,0,1,0,0
96913,0,0,0,0,0,1,0,0
256730,0,0,0,0,0,1,0,0
11170,0,0,1,0,0,0,1,0
79828,0,0,0,0,0,1,0,1
332772,0,0,1,0,0,1,0,0
18833,0,0,0,0,0,1,0,0
176396,0,0,0,1,0,0,0,0
192153,0,0,0,0,0,1,1,0
274960,0,0,0,1,0,0,0,0
150,0,0,0,1,1,0,0,0
364011,0,0,0,0,0,1,0,0
264241,1,0,0,1,0,0,0,0
156858,0,0,0,0,0,0,1,0
325494,0,0,0,0,0,0,1,0
194607,0,0,0,0,0,1,0,0
169427,0,0,0,0,0,0,1,0
137408,0,0,0,0,0,1,0,0
290236,0,0,0,1,0,0,0,0
25417,0,0,0,0,0,0,1,1
197376,0,0,0,0,0,1,0,0
62222,0,0,0,0,0,0,0,1
233312,0,0,0,1,0,0,1,0
343905,0,0,0,0,0,1,0,0
150658,0,0,0,1,0,1,0,0
284742,0,0,0,1,0,1,0,0
322289,0,0,0,0,0,1,0,0
5404,0,0,0,0,0,1,0,0
15985,0,0,0,0,0,0,1,0
105134,0,0,0,0,0,1,0,0
158899,0,0,0,1,0,0,0,0
226522,1,0,0,1,0,0,1,0
269144,0,0,0,0,0,1,0,0
157969,0,0,0,1,1,0,0,0
205398,0,0,0,1,0,1,0,0
712,0,0,0,0,0,1,1,0
146791,0,0,0,0,0,0,1,1
336382,0,0,0,1,0,0,0,0
478,0,0,0,1,0,1,0,0
136063,0,0,0,1,0,0,0,0
162082,0,0,0,0,0,1,0,0
83330,0,0,0,0,0,0,1,0
20437,0,0,0,0,0,1,1,0
144189,0,0,0,0,0,0,0,1
232414,0,0,0,0,0,1,0,0
17226,0,0,0,0,0,0,1,0
98778,0,0,0,1,0,0,0,0
15062,0,0,0,0,0,0,1,0
12942,0,0,0,1,0,0,0,0
128996,0,0,0,0,0,0,0,1
240196,0,0,0,0,0,0,1,0
62227,0,0,0,0,0,1,0,1
43570,0,0,0,0,0,1,0,0
193042,0,0,0,1,1,0,0,0
256952,0,1,0,1,0,0,0,0
177639,0,0,0,0,0,1,0,0
216600,0,0,0,1,0,1,0,0
17405,0,0,0,0,0,1,0,0
175095,0,0,0,0,0,0,1,0
13,0,0,0,1,0,1,0,0
180974,0,0,0,1,0,0,0,0
191862,0,0,0,1,0,0,0,0
245654,0,0,0,1,0,0,0,0
262215,0,0,0,0,0,1,0,0
11,0,0,0,1,0,0,0,0
119506,0,0,0,0,0,1,1,0
315767,0,0,0,0,0,1,0,0
303057,0,0,0,0,0,1,0,0
247367,0,0,0,0,0,1,0,1
21790,0,0,0,1,0,1,0,0
97786,0,0,0,1,0,1,0,0
206480,0,0,0,0,0,1,0,1
144797,0,0,0,0,0,1,0,0
206941,0,0,0,0,0,1,0,0
322708,0,0,0,0,0,0,1,0
156009,0,0,1,1,0,0,0,0
65781,0,0,0,0,0,1,0,0
239942,0,0,0,0,0,1,0,0
142379,0,0,0,0,0,1,0,0
105551,0,0,0,0,0,1,0,0
171668,0,0,0,0,0,0,1,0
9674,1,0,0,0,0,0,0,0
95527,0,0,0,0,0,1,0,0
252328,0,0,1,0,0,0,0,1
31999,1,0,0,0,0,0,0,0
221965,0,0,0,1,0,0,0,0
125618,0,0,0,0,0,1,0,0
36553,0,0,0,0,1,0,0,0
127398,0,0,0,0,0,0,1,0
6249,0,0,0,1,0,1,0,0
90419,0,0,0,1,0,1,0,0
276182,0,0,0,0,0,1,0,0
18,0,0,0,0,0,1,1,0
220,0,0,0,1,0,0,0,0
147949,0,0,0,0,1,0,0,0
163968,0,0,0,0,0,1,0,0
875,0,0,0,0,0,1,0,0
91312,0,0,0,0,0,0,1,0
290359,0,0,0,0,0,0,0,1
123123,0,0,0,0,0,1,0,0
133848,0,0,0,0,0,1,0,0
177478,0,0,0,0,0,1,0,0
31730,0,0,0,0,0,1,0,0
133473,0,0,0,1,0,0,0,0
245961,0,0,0,0,0,1,0,0
284189,0,0,0,0,0,1,0,0
102652,0,0,0,0,0,0,1,0
27173,0,0,0,0,0,1,0,0
97842,0,0,0,0,0,1,0,0
196326,0,0,0,1,1,0,0,0
153938,0,0,0,1,0,0,0,0
284435,1,0,0,0,0,0,0,0
292375,0,0,0,0,0,1,0,0
345584,0,0,0,1,0,1,0,0
58421,0,0,0,0,0,1,0,0
181530,0,0,0,0,0,0,1,0
232043,0,0,0,1,0,0,0,0
183251,0,0,0,1,0,0,0,0
42052,0,0,0,0,0,1,0,0
265402,0,0,0,0,0,1,0,0
84419,0,0,0,0,0,0,0,1
170561,0,0,0,1,0,1,0,0
22827,0,0,0,0,0,1,1,0
475,0,0,0,0,0,1,0,0
34119,0,0,0,0,0,0,1,0
128780,0,0,0,0,0,1,0,0
28023,0,0,0,1,0,0,0,0
27746,0,0,0,1,0,1,0,0
117959,0,0,0,1,0,0,0,0
133038,0,0,0,0,0,0,1,0
151022,0,0,0,0,0,1,1,0
503,1,0,0,0,0,1,0,0
283393,0,0,0,0,0,1,0,0
15363,0,0,0,0,0,0,1,1
248490,0,0,0,0,0,1,0,0
2346,1,0,0,0,0,0,0,0
192836,0,0,0,0,0,1,0,0
141572,0,0,0,1,0,1,0,0
159508,0,0,0,0,0,1,0,0
4390,0,0,0,1,0,0,0,0
172308,0,0,0,1,0,1,0,0
338834,0,0,0,1,0,0,0,0
350316,0,0,0,0,0,1,0,0
318182,0,0,0,0,0,1,0,0
264055,0,0,0,1,0,0,0,0
42215,0,0,0,1,0,0,0,0
345972,0,0,0,1,0,0,0,0
280794,0,0,0,0,0,0,1,0
216734,0,0,0,1,0,0,0,0
130960,0,0,0,0,0,0,0,1
39351,0,0,0,0,0,1,0,0
155703,0,0,0,0,0,1,0,0
9625,0,0,0,0,0,1,0,0
193949,0,0,0,0,0,0,1,1
269511,0,0,0,0,0,1,0,0
39938,0,0,0,0,0,1,0,0
356033,0,0,0,1,0,1,0,0
205359,0,0,1,0,0,0,0,0
270673,0,0,0,1,0,0,0,0
160010,0,0,0,0,0,0,1,0
140603,0,0,0,0,0,1,0,0
3685,0,0,0,0,0,0,0,1
131357,0,0,0,0,1,0,0,0
266830,0,0,0,0,0,1,0,0
170624,0,0,0,0,0,1,0,0
6472,0,0,0,0,0,1,0,1
135219,0,0,0,0,0,0,1,1
42776,0,0,0,0,0,0,1,0
340466,0,0,0,0,0,0,1,0
212445,0,0,0,0,0,0,1,0
266121,0,0,0,0,0,0,1,0
218603,1,0,0,1,0,1,0,0
316412,0,0,0,0,0,1,0,0
356123,0,0,0,0,0,1,0,0
143519,0,0,0,0,0,1,0,0
113924,0,0,0,0,0,0,1,0
30869,0,0,0,1,0,0,0,0
374173,0,0,0,0,0,1,0,0
286751,0,0,0,0,0,0,1,0
111799,0,0,0,0,0,0,0,1
169255,0,0,1,0,0,0,0,0
328565,0,0,0,1,0,1,0,0
332686,0,0,0,0,0,1,1,0
183562,0,0,1,0,0,0,0,0
5782,0,0,0,1,0,0,0,0
325635,0,0,0,0,0,1,0,0
242705,0,0,0,0,0,0,1,0
432,0,0,0,1,0,0,0,0
224710,0,0,0,0,0,0,1,0
190082,0,0,0,0,0,1,0,0
10547,0,0,0,0,0,0,1,0
699,0,0,0,0,0,0,1,0
174785,0,0,0,0,0,1,0,1
37904,0,0,0,1,0,0,1,0
119432,0,0,0,0,0,1,0,0
46,0,0,0,0,1,1,0,0
355093,0,0,0,0,0,1,0,0
198953,0,0,0,0,0,1,0,0
24508,1,0,0,0,0,1,0,0
1353,0,0,0,0,1,0,0,0
244115,0,0,0,0,0,1,0,0
163166,0,0,0,0,1,0,0,0
257501,0,0,1,0,0,0,0,0
293296,0,0,0,1,0,0,0,0
209778,0,0,0,1,0,0,0,0
1513,0,0,0,0,0,1,0,0
121408,0,0,0,0,0,1,0,0
13004,0,0,0,1,0,0,0,0
357563,0,0,0,1,0,0,0,1
296912,0,0,0,0,0,1,0,0
171499,0,0,0,1,0,0,0,0
180511,0,0,0,0,0,1,0,0
308119,0,0,0,0,0,1,0,0
107529,0,0,0,1,0,1,0,0
3201,0,0,0,0,0,1,0,0
350933,0,0,0,1,0,1,0,0
552,0,0,0,0,0,1,0,0
21763,0,0,0,0,0,1,0,0
258036,0,0,0,1,0,1,0,0
50750,0,0,0,0,0,1,0,0
58281,0,0,1,0,0,0,0,0
318009,0,0,0,0,0,1,0,0
100423,0,0,0,0,0,0,1,0
271518,0,0,0,1,0,0,0,0
73171,1,0,0,0,0,0,1,0
30380,0,0,0,0,0,1,0,0
135779,0,0,0,0,1,0,0,0
300300,0,0,0,0,0,0,1,0
70512,0,0,0,0,0,1,0,0
88,1,0,0,0,0,1,0,0
153016,0,0,0,0,1,0,0,0
113294,0,0,0,1,0,0,0,0
336794,0,0,0,1,0,0,1,0
121288,0,0,0,0,1,0,0,0
233247,0,0,0,0,0,1,0,0
2398,1,0,0,1,0,0,0,0
203416,1,0,0,0,0,0,1,0
150997,0,0,0,0,0,0,1,1
126792,0,0,0,0,0,1,0,0
163839,0,0,0,0,0,1,0,0
134726,0,0,0,1,0,1,0,0
193558,0,0,0,0,0,1,0,0
307002,0,0,0,1,0,1,0,0
213893,0,0,0,0,0,1,0,0
132018,0,0,0,0,0,1,0,1
306040,0,0,0,0,0,1,0,0
2955,0,0,0,0,0,1,0,0
242639,0,0,0,1,0,0,1,0
231581,0,0,0,0,0,1,0,0
154825,0,0,0,0,0,1,0,0
304051,0,0,0,1,0,0,0,0
87890,0,0,0,0,0,1,0,0
123540,0,0,0,1,0,0,0,0
284760,0,0,0,1,0,0,0,0
69789,0,0,0,0,0,1,0,0
244114,0,0,0,0,0,1,0,0
65532,0,0,0,0,0,0,1,0
20963,0,0,0,0,0,1,1,0
283864,0,0,0,1,0,0,0,0
160495,0,0,0,0,0,1,0,0
29603,0,0,0,0,0,0,0,1
283863,0,0,0,0,0,1,0,0
173064,0,0,0,0,0,1,1,0
146278,1,0,0,0,0,1,0,0
165401,0,0,0,0,0,1,0,0
256999,0,0,0,0,0,0,1,0
168584,0,0,0,1,0,0,0,0
218074,0,0,0,0,0,0,1,0
270970,0,0,0,1,0,1,0,0
155624,0,0,0,0,0,1,1,0
311988,0,0,0,0,0,1,1,0
296237,0,0,0,0,0,1,0,0
7717,0,0,0,1,0,1,0,0
116998,0,0,0,0,0,1,0,0
156336,0,0,0,1,0,1,0,0
298383,0,0,0,0,0,1,0,0
301255,0,0,0,0,0,1,0,0
226320,0,0,0,1,0,0,0,0
162007,0,0,0,1,0,1,0,0
214880,0,0,0,0,0,1,0,0
167400,0,0,1,0,0,0,0,0
71721,0,0,0,0,0,0,1,0
232219,1,0,0,1,0,0,0,0
281442,0,0,0,0,0,1,0,0
183840,0,0,0,0,0,1,0,0
72321,0,0,0,0,0,1,0,0
181521,0,0,0,0,0,0,1,0
143741,0,0,0,0,1,0,0,0
15364,0,0,0,0,0,1,0,0
273330,0,0,0,0,0,0,1,0
73761,0,0,0,1,0,0,1,0
