game_id,parent_id,year,iteration,reimplementation,expansion,compilation
40270,8817,2008,2,1,0,0
6411,2453,2003,2,1,0,0
139771,103885,2013,2,1,0,0
19237,123619,2005,2,1,0,0
61692,520,2010,2,1,0,0
26457,68,2008,2,1,0,0
148943,131357,2014,2,1,0,0
83195,12287,2010,2,1,0,0
142079,123096,2013,2,1,0,0
195137,57390,2015,2,1,0,0
142961,53953,2013,2,1,0,0
184424,71,2015,3,1,0,0
129459,6050,2013,2,1,0,0
88827,551,2010,2,1,0,0
167270,1261,2014,2,1,0,0
19622,14821,2006,2,1,0,0
2842,34508,2001,2,1,0,0
179803,155068,2017,2,1,0,0
146418,397,2013,2,1,0,0
165986,38778,2014,2,1,0,0
42487,34585,2008,2,1,0,0
394,309,1998,2,1,0,0
594,11572,1971,2,1,0,0
191300,31105,2016,2,1,0,0
107255,1159,2011,2,1,0,0
42124,12995,2009,2,1,0,0
104955,19600,2012,2,1,0,0
168998,91536,2015,2,1,0,0
204305,6266,2016,2,1,0,0
172381,104006,2015,2,1,0,0
182340,96848,2016,2,1,0,0
37141,1353,2008,2,1,0,0
14254,150,2003,2,1,0,0
181810,168700,2016,2,1,0,0
131111,215437,2016,2,1,0,0
624,7581,1997,2,1,0,0
55829,1262,2009,2,1,0,0
10093,98,2004,2,1,0,0
178054,141517,2015,2,1,0,0
75476,11096,2010,2,1,0,0
1829,181,2001,2,1,0,0
23679,15086,2008,2,1,0,0
40209,3202,2009,2,1,0,0
200954,110277,2016,2,1,0,0
168788,40604,2015,2,1,0,0
65564,6927,2010,2,1,0,0
38545,26151,2008,2,1,0,0
179460,45986,2015,2,1,0,0
31552,9203,2007,2,1,0,0
1544,163,1993,2,1,0,0
144568,99130,2013,2,1,0,0
31105,28060,2007,2,1,0,0
2570,73,2001,2,1,0,0
17710,97,2005,3,1,0,0
67239,13,2010,2,1,0,0
171011,21632,2015,2,1,0,0
179303,147020,2015,2,1,0,0
35503,12,2009,2,1,0,0
166857,19600,2014,2,1,0,0
6779,822,2003,2,1,0,0
181524,162476,2017,2,1,0,0
46396,16986,2009,2,1,0,0
31759,1540,2002,2,1,0,0
175307,129622,2015,2,1,0,0
195544,176229,2016,2,1,0,0
169611,129622,2015,2,1,0,0
124172,16992,2012,2,1,0,0
27627,714,2007,2,1,0,0
5781,14,2003,2,1,0,0
12589,12,2004,2,1,0,0
16267,2842,2005,2,1,0,0
120217,16772,2012,2,1,0,0
22143,77,2006,2,1,0,0
66588,20100,2010,2,1,0,0
195571,129437,2016,2,1,0,0
68182,1305,2010,2,1,0,0
66214,38637,2010,2,1,0,0
41010,822,2009,2,1,0,0
29972,267,2007,2,1,0,0
158339,129622,2013,2,1,0,0
36399,3409,2008,2,1,0,0
198953,2299,2016,2,1,0,0
21551,1444,2008,3,1,0,0
133632,79828,2014,2,1,0,0
57660,1353,2006,2,1,0,0
71061,472,2010,2,1,0,0
11057,5233,1995,2,1,0,0
128667,3955,2012,2,1,0,0
202670,9209,2016,2,1,0,0
631,5389,1990,2,1,0,0
83734,42396,2011,2,1,0,0
398,95345,1994,2,1,0,0
83667,39927,2010,2,1,0,0
172996,29937,2015,2,1,0,0
40529,15,1991,2,1,0,0
41863,98,2009,3,1,0,0
76150,69851,2011,2,1,0,0
175095,144568,2016,2,1,0,0
163370,822,2014,2,1,0,0
443,616,1985,2,1,0,0
34585,50,2008,2,1,0,0
28,859,1987,2,1,0,0
175621,39998,2015,2,1,0,0
153507,35497,2014,2,1,0,0
154509,27162,2014,2,1,0,0
140,26922,1903,2,1,0,0
177478,164878,2015,2,1,0,0
193737,43443,2016,2,1,0,0
4394,13,2002,2,1,0,0
145645,21763,2013,2,1,0,0
1295,11929,1977,2,1,0,0
126100,138963,2016,2,1,0,0
2569,841,2001,2,1,0,0
22532,9203,2007,4,1,0,0
61487,88253,2014,2,1,0,0
168274,149374,2015,2,1,0,0
205398,478,2016,3,1,0,0
3972,13,2002,2,1,0,0
152242,27682,2014,3,1,0,1
23107,61269,2006,2,1,0,0
195528,146886,2016,2,1,0,0
192074,4396,2016,2,1,0,0
123239,20100,2012,2,1,0,0
158340,129622,2013,2,1,0,0
157958,71061,2014,2,1,0,0
59753,12,2009,2,1,0,0
31479,16986,2007,2,1,0,0
125921,27766,2011,2,1,0,0
195503,123499,2016,2,1,0,1
223,156,1996,2,1,0,0
167698,11170,2015,2,1,0,0
40832,34585,2009,2,1,0,0
932,2017,1996,4,1,0,0
197572,1634,2016,2,1,0,0
34969,16986,2008,2,1,0,0
189,13,1999,2,1,0,0
155695,28086,2014,2,1,0,0
46007,224,2009,2,1,0,0
145633,69789,2013,2,1,0,0
1334,200,2001,2,1,0,0
93724,59,2011,2,1,0,0
38713,1353,2008,2,1,0,0
8195,21562,2002,3,1,0,0
205507,122515,2016,2,1,0,0
2288,3071,1988,2,1,0,0
140951,53953,2013,2,1,0,0
40381,118,2008,2,1,0,0
16216,822,2005,2,1,0,0
101,5389,1996,2,1,0,0
883,292,2000,2,1,0,0
205597,28143,2017,3,1,0,0
118705,83195,2012,2,1,0,0
25951,168839,2010,2,1,0,0
203780,2651,2016,2,1,0,0
128554,30024,2012,2,1,0,0
39336,2651,2008,3,1,0,0
180564,822,2015,2,1,0,0
205317,10640,2016,2,1,0,0
102104,258,2011,2,1,0,0
97915,639,2011,2,1,0,0
34615,822,2008,2,1,0,0
8107,4324,2003,2,1,0,0
63091,2163,1996,2,1,0,0
1770,376857,1989,2,1,0,0
135281,232,2012,2,1,0,0
58,2252,1986,2,1,0,0
35342,14860,2008,2,1,0,0
3348,308,2001,2,1,0,0
149809,113294,2014,2,1,0,0
177939,91536,2015,2,1,0,0
193557,133747,2016,2,1,0,0
107190,65334,2011,2,1,0,0
83040,41474,2011,2,1,0,0
22551,181,2006,2,1,0,0
141791,5716,2013,2,1,0,0
100679,51367,2011,2,1,0,0
147537,52328,2013,2,1,0,0
117942,27588,2012,2,1,0,0
24037,2653,1986,2,1,0,0
68228,17133,2010,2,1,0,0
40398,1406,2008,2,1,0,0
114387,30869,2013,2,1,0,0
160081,93895,2015,3,1,0,0
37165,13362,2008,2,1,0,0
192934,169925,2016,2,1,0,0
205418,31260,2016,2,1,0,0
24070,5699,2006,2,1,0,0
58602,559,2009,2,1,0,0
176565,127526,2016,2,1,0,0
164812,129090,2014,2,1,0,0
3655,13,2002,2,1,0,0
125311,28738,2012,2,1,0,0
191963,638,2016,2,1,0,0
5795,2610,2003,2,1,0,0
420,24225,1977,2,1,0,0
119637,21348,2012,2,1,0,0
119866,9203,2012,3,1,0,0
115293,99,2012,2,1,0,0
161226,144553,2015,2,1,0,0
66085,34585,2010,2,1,0,0
3553,54620,1997,2,1,0,0
155689,103885,2014,2,1,0,0
150926,37380,2014,2,1,0,0
153623,38657,2014,2,1,0,0
153,432,1998,2,1,0,0
25234,13,2006,2,1,0,0
216201,18,2016,2,1,0,0
31056,2316,2007,2,1,0,0
128063,19857,2012,2,1,0,0
25071,1927,2007,2,1,0,0
50381,13089,2009,2,1,0,0
206940,822,2016,2,1,0,0
31503,432,2007,2,1,0,0
39813,25669,2009,2,1,0,0
3128,308,2002,2,1,0,0
192638,125833,2016,2,1,0,0
169464,65532,2016,2,1,0,0
56786,1117,2009,2,1,0,0
2162,316655,1998,2,1,0,0
129736,11971,2012,2,1,0,0
34127,9209,2008,2,1,0,0
2238,162734,1970,2,1,0,0
192945,143515,2016,2,1,0,0
208895,37371,2017,2,1,0,0
30662,822,2007,2,1,0,0
437,1219,1991,2,1,0,0
38749,13,2008,2,1,0,0
29663,1589,1990,4,1,0,0
86955,1927,2011,2,1,0,0
1561,1294,1988,2,1,0,0
1038,21611,1991,2,1,0,0
1710,33521,1989,2,1,0,0
160964,24742,2014,2,1,0,0
193739,66505,2016,3,1,0,0
29308,119,2007,2,1,0,0
173341,327,2014,2,1,0,0
85769,4288,2012,2,1,0,0
191004,34635,2016,2,1,0,0
1666,1608,1986,2,1,0,0
173294,91536,2015,2,1,0,0
20079,259,2008,2,1,0,0
22287,3349,2006,2,1,0,0
12234,5452,2004,2,1,0,0
109969,51,2012,2,1,0,0
134520,41490,2013,2,1,0,0
6539,173,2003,2,1,0,0
203430,195330,2016,2,1,0,0
29285,6203,2007,2,1,0,0
198522,129622,2016,2,1,0,0
13532,2994,2001,2,1,0,0
2290,1735,1980,3,1,0,0
12140,2090,1996,2,1,0,0
32114,609,2007,2,1,0,0
41003,34585,2009,2,1,0,0
183572,91536,2016,2,1,0,0
40531,15,2000,3,1,0,0
4258,10829,1999,2,1,0,0
183284,24417,2016,2,1,0,0
130605,9341,2014,2,1,0,0
22237,3705,2005,2,1,0,0
25823,826,2006,2,1,0,0
173761,46213,2015,2,1,0,0
10383,181,2004,2,1,0,0
10174,747,2003,2,1,0,0
32989,4258,2011,3,1,0,0
35248,4106,2008,2,1,0,0
26055,24,2000,2,1,0,0
112869,1927,2012,2,1,0,0
6778,13,2003,2,1,0,0
283,1563,1992,2,1,0,0
31545,8172,2006,2,1,0,0
1917,9246,1946,2,1,0,0
67600,29603,2014,2,1,0,0
84464,17329,2010,2,1,0,0
5336,714,1994,2,1,0,0
14683,16020,2005,2,1,0,0
148532,83195,2013,2,1,0,0
58099,6249,2009,2,1,0,0
33434,2651,2007,3,1,0,0
91034,16991,2011,2,1,0,0
205494,143884,2016,2,1,0,0
173319,147883,2015,3,1,0,0
31920,1927,2008,2,1,0,0
187353,91536,2016,2,1,0,0
143484,81640,2013,2,1,0,0
4095,1927,2002,2,1,0,0
47046,20100,2008,2,1,0,0
1431,32234,1976,2,1,0,0
180198,163377,2015,2,1,0,0
182770,91536,2016,2,1,0,0
174744,4562,2015,2,1,0,0
176361,147949,2015,2,1,0,0
208773,159473,2016,2,1,0,0
1419,21047,1993,2,1,0,0
164698,1017,2014,2,1,0,0
142271,67877,2013,2,1,0,0
13362,2162,2004,2,1,0,0
42306,22532,2009,2,1,0,0
73538,258,2011,2,1,0,0
107704,1014,2011,3,1,0,0
8668,988,2003,2,1,0,0
176803,155452,2015,2,1,0,0
178892,13293,2015,2,1,0,0
177147,2653,2015,2,1,0,0
46158,1353,2009,2,1,0,0
38318,24996,2008,2,1,0,0
10156,2808,2003,2,1,0,0
23950,17516,2006,2,1,0,0
229,10,1999,2,1,0,0
182082,822,2015,2,1,0,0
98085,814,2011,2,1,0,0
205125,9209,2016,2,1,0,0
202755,132372,2016,3,1,0,0
179835,5534,2015,2,1,0,0
147623,312,2013,2,1,0,0
36345,258,2008,2,1,0,0
431,66190,1992,2,1,0,0
200171,129437,2016,2,1,0,0
7614,283,2003,4,1,0,0
125048,63268,2013,2,1,0,0
29387,258,2007,2,1,0,0
180602,177503,2015,2,1,0,0
186721,54914,2015,2,1,0,0
200924,40760,2016,2,1,0,0
46782,7482,2009,2,1,0,0
154905,139898,2014,2,1,0,0
65568,39914,2010,2,1,0,0
57998,38309,2010,2,1,0,0
128733,76150,2012,2,1,0,0
13855,6202,2005,2,1,0,0
181617,165950,2015,2,1,0,0
56933,152758,2008,2,1,0,0
155025,57998,2014,2,1,0,0
2,2174,1981,2,1,0,0
129976,39953,2012,2,1,0,0
6930,158491,2003,2,1,0,0
164506,34219,2015,3,1,0,0
5316,4001,1997,3,1,0,0
10431,5316,2003,2,1,0,0
196496,149951,2016,2,1,0,0
192297,153507,2016,2,1,0,0
135262,2582,2000,2,1,0,0
122159,258,2012,2,1,0,0
63196,20806,2010,2,1,0,0
36482,9203,2009,4,1,0,0
28805,3563,2005,4,1,0,0
123228,39206,2012,2,1,0,0
136558,156,2013,3,1,0,0
25294,128,2006,2,1,0,0
8993,6942,1984,2,1,0,0
183896,258,2016,2,1,0,0
23142,6209,2006,2,1,0,0
62972,23343,2010,2,1,0,0
188076,24508,2015,2,1,0,0
41302,5770,2009,2,1,0,0
189848,1927,2016,2,1,0,0
123885,146262,2012,2,1,0,0
1496,8740,1985,2,1,0,0
7118,798,1986,2,1,0,0
147707,38054,2013,2,1,0,0
41474,36708,2009,2,1,0,0
16804,2881,2005,2,1,0,0
145642,312570,2014,2,1,0,0
99358,4211,2013,2,1,0,0
144567,97512,2012,3,1,0,0
83325,13686,2011,4,1,0,1
153425,2338,2014,2,1,0,0
321,2962,1995,2,1,0,0
66190,6249,2011,2,1,0,0
124590,6137,2012,2,1,0,0
120669,96157,2013,2,1,0,0
42444,37006,2009,2,1,0,0
171630,23107,2015,2,1,0,0
103091,13,2011,2,1,0,0
6209,944,2002,2,1,0,0
192947,153938,2016,2,1,0,0
30328,2129,2007,2,1,0,0
126613,37165,2012,2,1,0,0
182,322787,1995,2,1,0,0
30166,1927,2007,2,1,0,0
195227,159473,2016,2,1,0,0
17,14867,1999,2,1,0,0
144566,62143,2013,2,1,0,1
180325,10,2015,6,1,0,0
123536,66587,2012,2,1,0,0
69130,3985,2012,2,1,0,0
27968,15683,2007,2,1,0,0
172881,94822,2015,2,1,0,0
9735,169,2004,2,1,0,0
37198,181,2008,2,1,0,0
4401,1041,2002,2,1,0,0
27658,268098,2006,2,1,0,0
539,460,1979,2,1,0,0
12194,1927,2004,2,1,0,0
5369,299,1991,3,1,0,0
204837,39463,2016,2,1,0,0
1720,10884,1980,2,1,0,0
436,5628,1997,2,1,0,0
97,1478,1984,2,1,0,0
4753,2672,2002,2,1,0,0
96260,62219,2012,2,1,0,0
147451,31542,2013,2,1,0,0
107148,42306,2012,2,1,0,0
35369,258,2009,2,1,0,0
179719,181,2015,2,1,0,0
69278,52286,2012,2,1,0,0
460,48159,1979,2,1,0,0
161527,13,2014,2,1,0,0
22161,78,2006,2,1,0,0
177875,2210,2015,2,1,0,0
19419,42,2005,2,1,0,0
175222,160436,2015,2,1,0,0
17835,285,2005,2,1,0,0
38821,13,2008,2,1,0,0
132019,11488,2014,2,1,0,0
49276,6544,2009,2,1,0,0
117838,258,2012,2,1,0,0
93971,40213,2011,2,1,0,0
10501,508,1999,2,1,0,0
66982,30932,2010,2,1,0,0
534,438,1999,2,1,0,0
72800,55165,2010,2,1,0,0
54643,1155,2009,2,1,0,0
79067,10659,2010,3,1,0,0
178210,258,2015,2,1,0,0
25685,235,2008,2,1,0,0
161943,140535,2014,2,1,0,0
108018,2093,0,2,1,0,0
186751,125996,2017,2,1,0,0
137238,23451,2013,2,1,0,0
160044,126613,2014,2,1,0,0
27266,3895,1995,2,1,0,0
10226,95318,1993,2,1,0,0
3321,489,2002,2,1,0,0
30216,10149,2007,3,1,0,0
205885,432,2016,2,1,0,0
122943,34219,2012,2,1,0,0
85424,15274,2011,2,1,0,0
41762,12171,2008,2,1,0,0
209325,173090,2016,2,1,0,0
250,483,1994,2,1,0,0
191579,91536,2016,2,1,0,0
121764,42057,2012,2,1,0,0
23010,181,1999,2,1,0,0
27965,15102,2010,2,1,0,0
147363,91536,2015,2,1,0,0
1883,9192,1999,3,1,0,0
61028,101785,2009,2,1,0,0
144574,12134,2014,2,1,0,0
13403,8888,2004,2,1,0,0
718,105,2000,2,1,0,0
459,494,1993,2,1,0,0
133437,43443,2013,2,1,0,0
123185,98,2012,2,1,0,0
111081,17329,2011,2,1,0,0
130552,268098,2010,2,1,0,0
144525,12995,2013,3,1,0,0
82402,1898,2010,2,1,0,0
189192,42704,2016,2,1,0,0
20195,21992,2003,2,1,0,0
29678,1927,2008,2,1,0,0
208775,131260,2016,3,1,0,0
48,529,1999,2,1,0,0
426,16444,1981,2,1,0,0
144526,2533,2013,2,1,0,0
104640,3705,2011,3,1,0,0
181501,42910,2015,2,1,0,0
124047,89695,2012,2,1,0,0
145186,123885,2013,3,1,0,0
13266,9104,2004,3,1,0,0
160567,3955,2014,2,1,0,0
4324,181,2002,2,1,0,0
4388,280,2001,2,1,0,0
2371,217547,2011,2,1,0,0
15045,181,2005,2,1,0,0
26946,11,2007,3,1,0,0
151835,131260,2014,2,1,0,0
55763,438,2009,3,1,0,0
12055,2236,2003,2,1,0,0
56128,15474,2010,2,1,0,0
29140,16747,2006,2,1,0,0
128412,11,2012,2,1,0,0
196305,132372,2016,3,1,0,0
108665,133176,2013,2,1,0,0
16933,1927,2005,2,1,0,0
175088,6351,2015,2,1,0,0
67593,24480,2010,2,1,0,0
204675,5869,2016,2,1,0,0
2891,114062,1979,2,1,0,0
171672,131165,2015,2,1,0,0
34701,398,2002,2,1,0,0
216403,39530,2017,2,1,0,0
205867,2571,2016,2,1,0,0
24511,13,2006,2,1,0,0
107635,72083,2012,2,1,0,0
40432,1917,2008,2,1,0,0
5686,129285,1996,2,1,0,0
30324,19237,2007,2,1,0,0
27766,13,2007,2,1,0,0
7251,3613,1992,3,1,0,0
66076,8124,2010,2,1,0,0
5251,117864,1930,2,1,0,0
56294,8098,2008,2,1,0,0
6607,1927,2003,2,1,0,0
35634,3,2009,2,1,0,0
182094,3955,2015,2,1,0,0
196306,132372,2016,3,1,0,0
38387,372,2008,2,1,0,0
139572,16389,2013,2,1,0,0
183578,160418,2016,2,1,0,0
4014,6638,1982,2,1,0,0
4368,59031,1995,2,1,0,0
158742,154634,2014,2,1,0,0
152567,14,2014,3,1,0,0
41875,2968,2009,2,1,0,0
206915,170587,2016,3,1,0,0
3339,14867,2002,2,1,0,0
12488,1270,2004,2,1,0,0
35293,200,2008,2,1,0,0
200834,46255,2016,2,1,0,0
20889,4915,2006,2,1,0,0
40491,17240,2009,2,1,0,0
8495,299,1993,2,1,0,0
131581,36637,2012,2,1,0,0
147568,181,2013,2,1,0,0
86415,38429,2010,2,1,0,0
214996,7994,2016,2,1,0,0
159209,3141,2014,2,1,0,0
184866,30531,2015,2,1,0,0
174402,22825,2014,2,1,0,0
31853,165,2007,2,1,0,0
3711,8380,1986,2,1,0,0
18747,6240,2006,2,1,0,0
1463,1627,2001,2,1,0,0
40550,3852,2002,2,1,0,0
83197,368,2010,2,1,0,0
2574,201278,2012,3,1,0,0
3226,1498,1973,2,1,0,0
117995,63268,2012,2,1,0,0
66665,54140,2010,2,1,0,0
131332,19544,2013,3,1,0,0
142503,925,2012,2,1,0,0
137406,85332,2013,2,1,0,0
6642,6226,1987,2,1,0,0
20266,12336,1983,2,1,0,0
67,20467,1974,2,1,0,0
11432,5928,1997,2,1,0,0
26138,12995,2006,1,0,0,1
158982,508,2013,2,1,0,0
4928,1294,1999,2,1,0,0
37589,1294,2008,2,1,0,0
102681,84922,2013,2,1,0,0
177697,143741,2015,2,1,0,0
164027,38797,2014,2,1,0,0
66798,15818,2010,2,1,0,0
867,226,2000,2,1,0,0
157323,3710,2016,2,1,0,0
152241,67148,2014,2,1,0,0
202732,188301,2016,2,1,0,0
156786,1927,2014,3,1,0,0
38026,1294,2008,2,1,0,0
6861,17649,2001,2,1,0,0
120447,257,2014,2,1,0,0
62814,16747,2008,2,1,0,0
104805,17329,2011,2,1,0,0
37184,7929,2008,2,1,0,0
10707,1248,2001,3,1,0,0
176596,11057,2014,2,1,0,0
2904,1563,2001,2,1,0,0
10681,74,2002,2,1,0,0
182218,139,2016,2,1,0,0
61269,59061,2002,2,1,0,0
10904,69697,1992,1,0,0,1
36,1594,1986,2,1,0,0
216658,122522,2017,1,0,1,0
1814,929,1997,2,1,0,0
174893,139627,2015,2,1,0,0
27802,278,2007,2,1,0,0
9962,553,2004,2,1,0,0
17863,8717,2004,2,1,0,0
18781,6927,2005,2,1,0,0
4991,74,2001,2,1,0,0
2298,3523,2001,2,1,0,0
147240,13,2012,2,1,0,0
105199,62809,2011,2,1,0,0
223619,3072,2017,2,1,0,0
164205,155584,2014,2,1,0,0
76436,2422,1978,2,1,0,0
76203,112373,2010,3,1,0,0
7338,21845,1975,2,1,0,0
6551,3855,2003,2,1,0,0
156096,113289,2014,1,0,1,0
36596,1782,2008,4,1,0,0
5829,7636,1990,2,1,0,0
220308,120677,2017,2,1,0,0
158237,4359,2014,3,1,0,0
161620,120674,2015,2,1,0,0
1014,6909,1989,2,1,0,0
171136,5711,2015,2,1,0,0
198619,235751,2016,1,0,1,0
2301,1339,1989,2,1,0,0
188188,131357,2013,3,1,0,0
160853,3133,2015,2,1,0,0
192455,121921,2017,2,1,0,0
5242,4112,1953,2,1,0,0
27938,20113,2007,2,1,0,0
35477,10361,2009,2,1,0,0
37362,11396,2008,2,1,0,0
131183,22532,2013,3,1,0,0
70532,25289,2012,2,1,0,0
53103,492,2009,2,1,0,0
204599,361,2016,2,1,0,0
5928,28105,1987,2,1,0,0
199076,4741,2016,3,1,0,0
202288,46,2016,2,1,0,0
17971,7632,1997,4,1,0,0
20074,8192,2005,2,1,0,0
37875,19391,2008,2,1,0,0
197333,142063,2016,2,1,0,0
14017,200,2004,2,1,0,0
54372,35768,2009,2,1,0,0
97683,7579,2011,2,1,0,0
191790,53624,2016,2,1,0,0
753,9991,1978,2,1,0,0
33259,3109,2009,2,1,0,0
18401,6253,2005,2,1,0,0
174926,166988,2015,2,1,0,0
71676,815,2010,2,1,0,0
9629,10996,2001,2,1,0,0
172994,13,2015,3,1,0,0
170951,70875,2015,2,1,0,0
13230,2266,2003,2,1,0,0
5549,13,1997,2,1,0,0
23055,16875,2005,2,1,0,0
29026,5205,1992,3,1,0,0
63778,40990,2010,2,1,0,0
3050,4086,1997,2,1,0,0
155119,62871,2014,2,1,0,0
13875,624,2004,2,1,0,0
46410,5222,2009,2,1,0,0
178209,258,2015,2,1,0,0
192735,172308,2016,2,1,0,0
19665,2415,2004,2,1,0,0
27451,8790,2002,2,1,0,0
140279,131568,2015,2,1,0,0
184145,107190,2015,2,1,0,0
29199,10662,2011,2,1,0,0
155322,129946,2014,2,1,0,0
30991,7742,2007,3,1,0,0
135840,10183,2013,2,1,0,1
154498,58010,2014,2,1,0,0
28678,67,2006,3,1,0,0
18333,258,2005,2,1,0,0
193238,4204,2016,2,1,0,0
31968,526,2003,2,1,0,0
28828,1668,2008,2,1,0,0
174298,4230,2016,2,1,0,0
153225,123885,2014,3,1,0,0
129615,2633,2012,2,1,0,0
2339,197,2001,2,1,0,0
164031,1927,2015,2,1,0,0
163048,43022,2014,2,1,0,0
168512,128671,2015,2,1,0,0
129904,15062,2012,2,1,0,0
144468,8098,2013,2,1,0,0
52825,13,2009,2,1,0,0
216597,171273,2017,2,1,0,0
72941,6914,2010,2,1,0,0
4604,553,2002,2,1,0,0
136146,128849,2013,2,1,0,0
1163,10658,1997,2,1,0,0
4330,309,2002,3,1,0,0
94724,696,2011,3,1,0,0
158882,144388,2014,2,1,0,0
6641,6642,1989,2,1,0,0
89951,526,2011,2,1,0,0
149130,258,2013,2,1,0,0
