game_id,Abstract Games,Children's Games,Customizable Games,Family Games,Party Games,Strategy Games,Thematic Games,Wargames
125153,0,0,0,0,0,1,0,0
70149,0,0,0,0,0,1,0,0
126042,0,0,0,0,0,1,0,0
123260,0,0,0,0,1,1,0,0
147020,0,0,0,0,0,1,0,0
14105,0,0,0,0,0,0,0,1
17133,0,0,0,0,0,1,0,0
175155,0,0,0,0,0,1,0,0
91,0,0,0,0,0,0,0,1
14996,0,0,0,1,0,0,0,1
43111,0,0,0,0,0,1,1,0
21050,0,0,0,0,0,0,0,1
201808,0,0,0,1,0,1,0,0
39463,0,0,0,0,0,1,1,0
148949,0,0,0,1,0,1,0,0
27833,0,0,0,0,0,1,0,0
9216,0,0,0,0,0,1,0,0
128621,0,0,0,0,0,1,0,0
77423,0,1,1,0,0,0,0,1
4098,0,0,0,0,0,1,0,0
146886,0,0,0,0,0,1,0,0
148228,0,0,0,1,0,0,0,0
555,0,0,0,0,0,1,0,0
43015,1,0,0,0,0,1,0,0
176189,0,0,0,0,0,0,1,0
54043,0,0,0,1,0,0,0,0
104006,0,0,0,0,0,1,0,0
31627,0,0,0,1,0,0,0,0
101721,0,0,1,0,0,0,0,0
188,1,0,0,0,0,0,0,0
215,0,0,0,0,0,1,1,0
154203,0,0,0,0,0,1,0,0
10630,0,0,0,0,0,0,0,1
129437,0,1,0,0,0,0,1,0
9209,0,0,0,1,0,0,0,0
234,0,0,0,0,0,0,0,1
20551,0,0,0,0,0,1,0,0
140620,0,0,0,0,0,1,0,0
171131,0,0,0,0,1,0,1,0
93260,0,1,1,0,0,1,0,0
31481,0,0,0,0,0,0,1,0
146439,0,0,0,0,0,0,0,1
97207,0,0,0,0,0,1,1,0
22545,0,0,0,0,0,1,0,0
24181,0,0,0,0,0,1,0,0
38453,0,0,0,0,0,0,1,0
59294,0,0,0,0,0,1,1,0
12,0,0,0,0,1,1,0,0
54998,0,0,0,1,0,1,0,0
7854,1,0,0,0,0,0,0,0
172818,0,0,0,0,0,0,1,0
181304,0,0,0,1,0,0,1,0
127060,0,0,0,0,0,1,0,0
822,0,0,0,1,0,0,0,0
19857,0,0,0,0,0,1,0,0
48726,0,0,0,0,0,1,0,0
118048,0,0,0,0,0,1,0,0
17392,0,0,0,0,0,0,0,1
92828,0,0,0,0,1,0,0,0
41114,0,0,0,0,1,0,0,0
108745,0,0,0,0,0,1,0,0
25021,0,0,0,0,0,0,0,1
182874,0,0,0,0,0,1,0,0
66589,0,0,0,0,0,1,0,0
77130,0,0,0,0,0,1,0,0
181279,0,0,0,0,0,1,1,0
155873,0,0,0,0,0,1,0,0
176494,0,0,0,1,0,1,0,1
27708,0,0,0,0,0,1,0,0
421,0,0,0,0,0,1,0,0
463,0,0,1,0,0,0,0,0
119890,0,0,0,1,0,1,0,0
54138,0,0,0,0,0,1,0,0
1,0,0,0,0,0,1,0,0
3,0,0,0,0,0,1,0,0
55690,0,0,0,0,0,0,1,0
36932,0,0,0,0,0,0,1,0
45315,0,0,0,0,0,1,0,0
40692,0,0,0,1,0,1,0,0
15985,0,0,0,0,0,0,1,0
760,0,0,0,0,0,1,0,0
163745,0,0,0,0,0,0,1,1
39856,0,0,0,0,1,0,0,0
59959,0,0,0,0,0,1,1,0
123123,0,0,0,0,0,1,0,0
192291,0,0,0,1,0,0,0,0
193037,0,0,0,0,0,0,1,0
198928,0,0,0,0,0,1,0,0
176920,0,0,0,0,0,1,0,0
124708,0,0,0,0,0,0,1,0
198773,0,0,0,0,1,0,0,0
40765,0,0,0,0,0,1,0,0
136888,0,0,0,0,0,1,0,0
37046,0,0,0,0,0,1,0,0
243,0,0,0,0,0,0,0,1
33160,0,0,0,0,0,1,0,0
25292,0,0,0,0,0,0,1,0
63628,0,0,0,0,0,1,0,0
82222,0,0,0,0,0,1,1,0
129622,0,0,1,1,0,0,0,0
185343,0,0,0,0,0,1,0,0
2655,1,0,0,0,0,0,0,0
70919,0,0,0,1,0,0,0,0
25554,0,0,0,0,0,1,0,0
21241,0,0,0,0,0,1,0,0
54625,0,0,0,0,0,0,1,0
105134,0,0,0,0,0,1,0,0
144344,0,0,0,0,0,1,0,0
31594,0,0,0,0,0,1,0,0
5,0,0,0,0,0,1,0,0
143693,0,0,0,0,0,1,0,0
121,0,0,0,0,0,1,1,0
70323,0,0,0,1,0,0,0,0
71,0,0,0,0,0,1,0,0
163068,0,0,0,0,0,1,0,0
157969,0,0,0,1,1,0,0,0
54,0,0,0,0,0,1,0,0
156129,0,0,0,0,1,0,0,0
172287,0,0,0,0,0,1,0,0
19777,0,0,0,0,0,1,0,0
109276,0,0,0,0,0,1,0,0
46213,0,1,0,0,1,0,0,0
9217,0,0,0,0,0,1,0,0
8217,0,0,0,0,0,1,0,0
155821,0,0,0,0,0,1,0,0
15987,0,0,0,0,0,0,1,0
2653,0,0,0,1,0,0,0,0
21348,0,0,0,1,0,1,0,0
79828,0,0,0,0,0,1,0,1
24480,0,0,0,0,0,1,0,0
147949,0,0,0,0,1,0,0,0
55670,0,0,0,0,0,1,0,0
90137,0,0,0,0,0,0,1,0
160477,1,0,0,0,0,0,0,0
39683,0,0,0,0,0,1,0,0
25417,0,0,0,0,0,0,1,1
73171,1,0,0,0,0,0,1,0
40354,0,0,0,0,0,0,0,1
96913,0,0,0,0,0,1,0,0
176396,0,0,0,1,0,0,0,0
83330,0,0,0,0,0,0,1,0
66188,0,0,0,1,0,1,0,0
13122,0,0,0,0,0,1,0,0
712,0,0,0,0,0,1,1,0
128996,0,0,0,0,0,0,0,1
875,0,0,0,0,0,1,0,0
18833,0,0,0,0,0,1,0,0
118,0,0,0,0,0,1,0,0
102652,0,0,0,0,0,0,1,0
65781,0,0,0,0,0,1,0,0
136063,0,0,0,1,0,0,0,0
66362,0,0,0,0,0,1,0,0
5404,0,0,0,0,0,1,0,0
100901,0,0,0,1,0,0,1,0
17226,0,0,0,0,0,0,1,0
139976,0,1,0,0,0,1,1,0
150658,0,0,0,1,0,1,0,0
154809,0,0,0,0,1,1,0,0
133038,0,0,0,0,0,0,1,0
182631,0,1,0,0,0,1,0,0
98778,0,0,0,1,0,0,0,0
144592,0,0,0,0,0,1,0,0
13,0,0,0,1,0,1,0,0
27162,0,0,0,1,0,1,0,0
97786,0,0,0,1,0,1,0,0
11170,0,0,1,0,0,0,1,0
172,0,0,0,1,0,0,0,0
137408,0,0,0,0,0,1,0,0
172081,0,0,0,1,0,0,1,0
42052,0,0,0,0,0,1,0,0
58421,0,0,0,0,0,1,0,0
169255,0,0,1,0,0,0,0,0
105551,0,0,0,0,0,1,0,0
63888,0,0,0,0,0,1,0,0
163967,0,0,0,0,0,1,0,0
116998,0,0,0,0,0,1,0,0
36553,0,0,0,0,1,0,0,0
3685,0,0,0,0,0,0,0,1
127398,0,0,0,0,0,0,1,0
138161,0,0,0,0,0,0,1,0
90419,0,0,0,1,0,1,0,0
146791,0,0,0,0,0,0,1,1
62222,0,0,0,0,0,0,0,1
158899,0,0,0,1,0,0,0,0
125618,0,0,0,0,0,1,0,0
205359,0,0,1,0,0,0,0,0
128671,0,1,0,0,0,0,1,0
34219,0,0,0,1,0,1,0,0
475,0,0,0,0,0,1,0,0
62227,0,0,0,0,0,1,0,1
188834,0,0,0,0,1,0,0,0
171668,0,0,0,0,0,0,1,0
113924,0,0,0,0,0,0,1,0
141572,0,0,0,1,0,1,0,0
162082,0,0,0,0,0,1,0,0
34119,0,0,0,0,0,0,1,0
6472,0,0,0,0,0,1,0,1
27173,0,0,0,0,0,1,0,0
163968,0,0,0,0,0,1,0,0
166669,0,0,0,0,0,1,0,0
39351,0,0,0,0,0,1,0,0
50,0,0,0,1,0,0,0,0
9625,0,0,0,0,0,1,0,0
43570,0,0,0,0,0,1,0,0
3307,0,0,0,0,0,1,0,1
478,0,0,0,1,0,1,0,0
39938,0,0,0,0,0,1,0,0
133848,0,0,0,0,0,1,0,0
119506,0,0,0,0,0,1,1,0
155703,0,0,0,0,0,1,0,0
97842,0,0,0,0,0,1,0,0
183562,0,0,1,0,0,0,0,0
166384,0,0,0,0,1,0,0,0
140603,0,0,0,0,0,1,0,0
128271,0,0,0,0,0,1,0,0
161614,0,0,0,0,0,1,0,0
9674,1,0,0,0,0,0,0,0
1513,0,0,0,0,0,1,0,0
192458,0,0,0,0,0,1,0,0
15062,0,0,0,0,0,0,1,0
150,0,0,0,1,1,0,0,0
18,0,0,0,0,0,1,1,0
181521,0,0,0,0,0,0,1,0
15363,0,0,0,0,0,0,1,1
95527,0,0,0,0,0,1,0,0
198994,0,0,1,0,0,1,0,0
159508,0,0,0,0,0,1,0,0
133473,0,0,0,1,0,0,0,0
192457,0,0,0,0,0,1,0,1
155987,0,0,0,0,0,1,0,0
121288,0,0,0,0,1,0,0,0
22827,0,0,0,0,0,1,1,0
42776,0,0,0,0,0,0,1,0
134726,0,0,0,1,0,1,0,0
65532,0,0,0,0,0,0,1,0
50750,0,0,0,0,0,1,0,0
167400,0,0,1,0,0,0,0,0
586,0,0,0,0,0,0,0,1
119432,0,0,0,0,0,1,0,0
21790,0,0,0,1,0,1,0,0
176734,0,0,0,0,0,1,0,0
151347,0,0,0,0,0,0,1,0
24800,0,0,0,0,0,0,0,1
2346,1,0,0,0,0,0,0,0
18098,0,0,0,0,0,0,0,1
121408,0,0,0,0,0,1,0,0
131357,0,0,0,0,1,0,0,0
58281,0,0,1,0,0,0,0,0
26997,0,0,0,0,0,1,0,1
36235,1,0,1,0,0,0,0,0
113997,0,0,0,0,1,0,1,0
31999,1,0,0,0,0,0,0,0
31730,0,0,0,0,0,1,0,0
155624,0,0,0,0,0,1,1,0
20437,0,0,0,0,0,1,1,0
163166,0,0,0,0,1,0,0,0
79127,0,0,0,0,0,0,1,0
1353,0,0,0,0,1,0,0,0
160499,0,0,0,1,0,0,0,0
30869,0,0,0,1,0,0,0,0
143519,0,0,0,0,0,1,0,0
27746,0,0,0,1,0,1,0,0
128780,0,0,0,0,0,1,0,0
11,0,0,0,1,0,0,0,0
47,0,0,0,0,0,1,0,0
182134,0,0,0,0,0,1,0,0
148575,0,0,1,0,0,0,0,0
192153,0,0,0,0,0,1,1,0
28181,0,0,0,0,0,0,0,1
144189,0,0,0,0,0,0,0,1
20963,0,0,0,0,0,1,1,0
9823,0,0,0,0,0,0,0,1
140934,0,0,0,1,0,0,0,0
70512,0,0,0,0,0,1,0,0
153938,0,0,0,1,0,0,0,0
135219,0,0,0,0,0,0,1,1
10547,0,0,0,0,0,0,1,0
137988,0,0,0,0,0,0,1,0
151022,0,0,0,0,0,1,1,0
4390,0,0,0,1,0,0,0,0
170042,0,0,0,0,0,1,0,0
15364,0,0,0,0,0,1,0,0
110277,0,0,0,0,0,1,0,0
191862,0,0,0,1,0,0,0,0
103886,0,0,1,0,0,0,0,0
126792,0,0,0,0,0,1,0,0
38996,0,0,0,0,0,0,0,1
42215,0,0,0,1,0,0,0,0
150997,0,0,0,0,0,0,1,1
113294,0,0,0,1,0,0,0,0
30380,0,0,0,0,0,1,0,0
3201,0,0,0,0,0,1,0,0
88,1,0,0,0,0,1,0,0
82421,0,0,1,0,0,1,0,0
6249,0,0,0,1,0,1,0,0
82420,0,0,1,0,0,1,0,0
31563,0,0,0,0,0,0,1,0
21763,0,0,0,0,0,1,0,0
200680,0,0,0,0,0,1,0,0
183251,0,0,0,1,0,0,0,0
2163,0,0,0,0,0,0,1,1
68425,0,0,0,0,0,1,0,0
12942,0,0,0,1,0,0,0,0
204583,0,0,0,1,0,0,0,0
24508,1,0,0,0,0,1,0,0
160495,0,0,0,0,0,1,0,0
372,0,0,0,1,0,0,0,0
28023,0,0,0,1,0,0,0,0
91312,0,0,0,0,0,0,1,0
65901,0,0,0,0,0,1,0,0
158275,0,0,1,0,0,0,0,0
41002,0,0,0,0,0,1,0,0
117915,0,0,0,0,0,1,1,0
168584,0,0,0,1,0,0,0,0
177639,0,0,0,0,0,1,0,0
41066,0,0,0,0,0,1,0,1
162007,0,0,0,1,0,1,0,0
47185,0,0,1,0,0,1,0,0
35570,0,0,0,0,0,1,0,0
171,1,0,0,0,0,0,0,0
22345,0,0,0,0,0,1,0,0
55600,0,0,0,0,0,1,0,0
172308,0,0,0,1,0,1,0,0
111341,0,0,0,0,0,1,0,0
91872,0,0,0,0,0,0,1,0
37904,0,0,0,1,0,0,1,0
12891,0,0,0,0,0,0,0,1
192836,0,0,0,0,0,1,0,0
123540,0,0,0,1,0,0,0,0
73761,0,0,0,1,0,0,1,0
175640,0,0,0,0,0,1,0,0
503,1,0,0,0,0,1,0,0
160010,0,0,0,0,0,0,1,0
174785,0,0,0,0,0,1,0,1
43528,0,0,0,0,0,1,0,0
13004,0,0,0,1,0,0,0,0
156689,0,0,0,0,0,0,1,0
107529,0,0,0,1,0,1,0,0
46,0,0,0,0,1,1,0,0
94,0,0,0,0,0,1,0,0
180511,0,0,0,0,0,1,0,0
146278,1,0,0,0,0,1,0,0
163602,0,0,0,0,0,0,1,0
30957,0,0,0,0,0,1,0,0
1035,0,0,0,0,0,0,0,1
189932,0,0,0,0,0,1,0,1
27976,0,0,1,0,0,0,1,0
151004,0,0,0,0,0,1,0,0
132028,0,0,0,0,0,0,0,1
156009,0,0,1,1,0,0,0,0
26566,0,0,0,0,0,1,0,0
84419,0,0,0,0,0,0,0,1
131287,0,0,0,0,0,1,0,0
155362,0,0,0,0,1,0,0,0
144797,0,0,0,0,0,1,0,0
156336,0,0,0,1,0,1,0,0
12962,0,0,0,0,0,1,0,0
137269,0,0,0,0,0,1,0,0
2181,1,0,0,0,0,1,0,0
528,1,0,0,0,0,0,0,0
194607,0,0,0,0,0,1,0,0
139898,0,0,0,0,0,1,0,0
100423,0,0,0,0,0,0,1,0
143741,0,0,0,0,1,0,0,0
158889,0,0,1,0,0,0,0,0
1345,0,0,0,0,0,1,0,0
69779,0,0,0,0,0,1,0,1
196340,0,0,0,0,0,1,0,0
12002,0,0,0,0,0,1,0,0
191189,0,0,0,0,0,1,0,0
143515,0,0,0,0,0,1,0,0
199042,0,0,0,0,0,0,1,0
5782,0,0,0,1,0,0,0,0
9440,0,0,0,0,0,1,0,0
491,0,0,0,1,0,1,0,0
156943,0,0,0,0,0,1,0,0
111799,0,0,0,0,0,0,0,1
98351,0,0,0,0,0,1,0,0
148319,0,0,0,0,0,1,1,0
21882,0,0,0,1,0,1,0,0
12902,0,0,0,1,0,1,0,0
7717,0,0,0,1,0,1,0,0
169124,0,0,0,1,0,0,1,0
69789,0,0,0,0,0,1,0,0
130960,0,0,0,0,0,0,0,1
85897,0,0,0,0,0,1,1,0
108784,0,0,0,0,0,1,0,0
168435,0,0,0,1,0,0,0,0
1041,0,0,0,0,0,1,0,0
483,0,0,0,0,0,1,0,0
8125,0,0,0,0,0,1,0,0
52461,0,0,0,0,0,1,1,0
45986,0,0,0,0,0,1,0,0
180974,0,0,0,1,0,0,0,0
939,0,0,0,0,0,0,1,0
106217,0,0,0,0,0,1,0,0
13642,0,0,0,0,0,1,0,0
20100,0,0,0,0,1,0,0,0
156566,0,0,0,0,0,1,0,0
29603,0,0,0,0,0,0,0,1
66356,0,0,0,0,0,0,1,0
53953,0,0,0,0,0,1,1,0
29368,0,0,0,0,0,0,1,0
2453,1,0,0,0,0,0,0,0
119788,0,0,0,0,0,1,0,0
108906,0,0,0,0,0,1,1,0
173442,0,0,0,0,0,1,0,1
92415,0,0,0,0,1,0,0,0
240,0,0,0,0,0,0,0,1
72225,0,0,0,0,0,1,0,0
95064,0,1,0,0,0,1,0,0
40628,0,0,0,1,0,0,0,0
129948,0,0,0,0,0,1,0,0
162286,0,0,0,0,0,1,0,0
181530,0,0,0,0,0,0,1,0
19600,0,0,0,0,0,1,0,0
171499,0,0,0,1,0,0,0,0
1301,0,0,1,0,0,0,0,0
71721,0,0,0,0,0,0,1,0
554,0,0,0,0,0,1,0,0
206941,0,0,0,0,0,1,0,0
161417,0,0,0,1,0,0,0,0
117959,0,0,0,1,0,0,0,0
38823,0,0,0,0,0,0,0,1
67492,0,0,0,0,0,0,1,1
145659,0,0,0,0,0,1,0,0
147151,0,0,0,0,1,0,0,0
2955,0,0,0,0,0,1,0,0
89409,0,0,0,0,0,1,0,0
132018,0,0,0,0,0,1,0,1
131646,0,0,0,0,0,1,1,0
904,0,0,0,1,0,1,0,0
8051,0,0,0,0,0,1,0,0
22825,0,0,0,0,0,0,0,1
1822,0,0,0,0,0,0,0,1
8045,0,0,0,0,0,1,0,0
160018,0,0,0,1,0,1,0,0
30645,0,0,0,0,0,1,0,0
168917,0,0,0,0,0,1,0,0
37380,0,0,0,1,0,1,0,0
171669,0,0,0,0,0,1,0,0
45,0,0,0,1,1,0,0,0
174570,0,1,0,0,0,0,1,0
141517,0,0,0,0,0,1,0,0
60,0,0,0,0,0,1,0,0
55427,0,0,0,0,0,1,0,0
156776,0,0,1,0,0,0,0,0
122298,0,0,1,1,0,0,0,0
173,0,1,1,0,0,0,1,0
2398,1,0,0,1,0,0,0,0
65244,0,0,0,1,0,0,0,0
191977,0,0,0,0,0,1,0,0
66505,0,0,0,0,0,1,0,0
26990,0,0,0,0,0,1,0,0
171273,0,0,0,1,0,0,0,0
224,0,0,0,0,0,1,1,1
165401,0,0,0,0,0,1,0,0
51,1,0,0,0,0,0,0,0
104363,0,0,0,0,0,1,1,0
104710,0,0,0,0,0,0,1,0
432,0,0,0,1,0,0,0,0
98229,0,0,0,0,1,0,0,0
135382,0,0,0,1,0,0,1,0
72287,0,0,0,0,0,1,0,0
193558,0,0,0,0,0,1,0,0
699,0,0,0,0,0,0,1,0
202408,0,0,0,0,0,1,1,0
38054,0,0,0,1,0,0,0,0
551,0,0,0,0,0,0,0,1
160851,0,1,0,1,0,0,0,0
16747,0,0,0,1,1,0,0,0
27588,0,0,0,1,0,0,0,0
161866,0,0,0,0,0,0,1,0
50768,0,0,0,0,0,1,0,0
59946,0,0,0,0,0,0,1,0
122522,0,0,0,1,0,1,0,0
137649,0,0,0,0,0,1,1,0
153016,0,0,0,0,1,0,0,0
18100,0,0,0,0,0,1,0,0
15817,0,0,0,1,0,0,0,0
97903,0,0,0,1,0,0,0,0
94246,0,0,0,0,0,1,0,1
104020,0,0,0,0,0,1,0,0
2093,1,0,0,0,0,0,1,0
25568,0,0,0,0,0,1,0,0
38159,0,0,0,0,1,0,0,0
165838,0,0,0,0,0,0,1,0
66056,0,0,0,0,0,1,0,0
151007,0,0,1,0,0,0,1,0
23094,0,0,0,0,0,1,0,0
35497,0,0,0,1,0,1,0,0
57390,0,0,0,0,0,0,1,0
41,0,0,0,1,0,0,0,0
5737,0,0,0,0,0,1,0,0
172047,0,0,0,0,0,0,1,0
91514,0,1,0,1,0,0,0,0
169654,0,0,0,1,0,0,0,0
150999,0,0,0,0,0,1,0,0
17396,0,0,0,0,0,0,0,1
177678,0,0,0,0,0,1,0,0
142326,0,0,0,1,0,1,0,0
72321,0,0,0,0,0,1,0,0
157403,0,0,0,1,0,0,0,0
37759,0,0,0,0,0,0,0,0
175117,0,0,0,1,0,0,0,0
42910,0,0,0,0,0,1,0,0
71671,0,0,0,0,0,1,1,0
170416,0,0,0,0,0,1,1,0
27364,0,0,0,0,0,1,0,0
4099,0,0,0,0,0,1,0,0
124,0,0,0,0,0,1,0,0
327,0,1,0,1,0,0,0,0
203993,0,0,0,0,0,1,0,0
156546,0,0,0,0,1,0,0,0
1634,0,0,0,0,0,0,1,0
34084,0,0,0,1,0,1,0,0
177590,0,0,0,0,0,1,0,1
68264,0,0,0,0,0,0,0,1
136991,0,0,0,1,0,0,0,0
121410,0,0,0,1,0,0,0,0
25669,1,0,0,1,0,0,0,0
8203,1,0,0,1,0,0,0,0
154458,0,0,0,0,0,1,0,0
171233,0,0,0,0,0,1,0,0
230,0,0,0,0,0,1,0,0
37628,0,0,0,0,0,1,0,0
39953,0,0,1,0,0,1,0,0
30618,0,0,0,0,1,0,0,0
30381,1,0,0,0,0,1,0,0
2507,0,0,0,0,0,1,0,0
157526,0,0,0,0,0,1,0,0
91536,0,0,0,0,0,1,0,0
132372,0,0,0,1,0,1,0,0
44163,0,0,0,0,0,1,0,0
1608,0,0,0,0,0,0,0,1
121297,0,0,0,0,0,1,0,0
152162,0,0,0,1,0,0,0,0
164265,0,0,0,0,1,0,1,0
200147,0,0,0,1,0,0,0,0
221,0,0,0,0,0,0,1,1
19100,0,0,0,0,0,1,0,0
91873,0,0,0,0,0,1,0,0
127518,0,0,0,0,0,0,0,1
21523,0,0,0,0,0,0,1,0
130176,0,0,0,1,0,0,0,0
1382,0,0,0,1,0,0,0,0
91080,0,0,0,0,0,0,0,1
15126,0,0,0,0,0,0,0,1
25821,0,0,0,0,1,0,0,0
833,0,0,0,0,0,0,0,1
8989,0,0,0,0,0,1,0,0
183880,0,0,0,0,0,0,1,0
855,0,0,0,0,0,1,0,0
37836,0,0,0,0,0,0,0,1
159473,0,0,0,0,0,1,0,1
823,0,0,0,0,0,0,1,0
53093,0,0,0,0,0,0,0,1
157001,0,0,0,0,0,1,0,0
170561,0,0,0,1,0,1,0,0
154086,0,0,0,0,0,1,0,0
96007,0,0,0,0,0,1,0,0
143884,0,0,0,1,0,0,0,0
25643,0,0,0,0,0,1,0,0
131260,0,0,0,1,0,0,0,0
1465,0,0,0,1,0,0,0,0
153065,0,0,0,1,0,0,0,0
1261,1,0,0,0,0,1,0,0
18258,0,0,0,0,0,1,0,0
154246,0,0,0,1,0,1,0,0
60435,0,0,0,1,0,0,1,0
123955,0,0,0,0,0,0,0,1
43022,0,0,0,0,0,1,0,0
75449,0,0,0,1,0,1,0,0
95103,0,0,0,0,0,0,1,0
24068,0,0,0,0,1,0,0,0
17329,0,1,0,0,0,0,0,0
56692,0,0,0,1,0,0,0,0
158435,0,0,0,0,0,1,0,0
527,1,0,0,0,0,0,0,0
125678,0,0,0,0,0,0,1,0
11825,0,0,0,0,0,0,0,1
35815,0,0,0,0,0,0,1,0
174660,0,0,1,1,0,0,0,0
180680,0,0,0,1,0,1,0,0
178336,0,0,0,1,0,1,0,0
140933,0,0,0,1,0,0,0,0
40793,0,0,0,1,0,0,0,0
6830,1,0,0,1,0,0,0,0
154825,0,0,0,0,0,1,0,0
278,0,0,1,0,0,1,0,0
13823,0,0,0,1,0,1,0,0
191231,0,0,0,1,0,1,0,0
120523,0,0,0,0,0,0,1,0
119591,0,0,0,0,0,1,0,1
164338,0,0,0,0,0,1,0,0
144041,0,0,0,0,0,1,0,0
37919,0,0,0,0,0,1,0,0
158600,0,0,0,1,0,0,0,0
20542,0,0,0,0,0,0,0,1
12495,0,0,0,0,0,1,0,0
1159,0,0,0,1,0,1,0,0
47055,0,0,0,0,0,1,1,0
207691,0,0,0,0,0,1,0,0
147303,0,0,0,1,0,0,0,0
105,0,0,0,1,0,1,0,0
105037,0,0,0,0,0,1,0,0
111124,0,0,0,0,0,0,1,0
212445,0,0,0,0,0,0,1,0
181687,0,0,0,1,0,0,0,0
138649,0,0,1,0,0,0,0,0
180593,0,0,0,0,0,1,0,0
145639,0,1,0,1,0,0,0,0
169426,0,0,0,0,0,1,0,0
109125,0,0,0,0,0,1,0,0
12995,0,0,0,0,0,1,0,0
75165,0,0,0,0,0,1,0,0
185589,0,0,0,0,0,1,0,0
102548,0,0,0,0,1,0,0,0
42452,0,0,0,1,0,1,0,0
16395,1,0,0,0,0,0,0,0
22141,0,0,0,1,0,1,0,0
154386,0,0,0,1,0,0,0,0
156714,0,0,1,0,0,0,0,0
193042,0,0,0,1,1,0,0,0
204027,0,0,0,1,0,0,0,0
199478,0,0,0,1,0,0,0,0
137297,0,0,0,1,0,0,0,0
66,0,0,0,0,0,1,0,0
29934,0,0,0,0,0,1,0,0
104347,0,0,0,1,0,1,0,0
21441,0,0,0,0,0,1,0,0
123499,0,0,0,0,0,1,0,0
103,0,0,0,0,0,0,1,1
902,0,0,0,0,0,1,0,0
106,0,0,0,1,0,1,0,0
175199,0,0,0,0,0,1,0,0
159109,0,0,0,0,0,1,1,0
33604,0,0,0,0,1,0,0,0
9203,0,0,0,0,0,0,1,1
134352,0,0,0,0,1,0,0,0
15,0,0,0,0,0,1,1,0
176229,0,0,0,0,0,1,0,0
165722,0,0,0,1,1,0,0,0
10640,0,0,0,0,0,0,1,0
16992,1,0,0,1,0,0,0,0
173064,0,0,0,0,0,1,1,0
72991,0,0,0,1,0,1,0,0
10,0,0,0,1,0,0,0,0
131014,0,0,0,1,0,0,0,0
160902,0,0,1,0,0,0,0,0
35052,0,0,0,0,0,0,0,1
152470,0,0,0,0,0,1,1,0
152,0,0,0,0,0,1,0,0
129051,0,0,0,0,0,1,0,0
183840,0,0,0,0,0,1,0,0
150312,0,0,0,1,1,0,0,0
125548,0,0,0,0,0,1,0,0
176544,0,0,0,0,0,1,0,0
58936,0,0,0,0,0,1,0,0
122294,0,0,0,0,0,1,0,0
7480,0,0,0,0,0,0,0,1
